,0,1,2,3,4,5,6,7,8
289,GREM2,GOLGA5,WNT1,VAMP2,NUP133,LRMP,SHQ1,C1orf162,TMPRSS3
290,CTSL,AIFM2,PGAM1,NA,ARV1,NA,NA,PANK4,NA
291,ARPC5,VPS26C,PPP1R14B,NA,MED18,NA,NA,AKR1E2,NA
292,NDUFV2,STX17,MFSD14B,NA,BOP1,NA,TRMT5,MIR29B2CHG,NA
293,AL133415.1,IER2,DDX54,NA,SCO2,NA,NUP42,OAS3,NA
294,ZNF267,SREK1IP1,KDELR2,NA,ISG20L2,TSTD1,DOK2,FAM169A,CETN3
295,ETV7,LINC00641,ZFR,NA,RASL11A,PRXL2B,RPP40,SLC25A5,SRGAP2C
296,CD47,TSG101,HMGCS1,NA,MTFR1,NA,LAIR2,GSTK1,NA
297,AIM2,RSF1,CPSF6,NA,MRPL12,NA,LIPT1,NPM2,NA
298,EVI2B,TMEM170A,PDCD11,NA,NUDT3,NA,MIR4458HG,CDK2AP1,NA
299,CD300A,KAT5,FOXO3B,NA,DDX28,NA,SPTSSA,HIST1H3C,NA
300,SLC16A3,ODF2,ATIC,NA,UTP18,NA,SNHG10,CSNK1G2,NA
301,DDX60,IL4R,AC002310.1,NA,HES4,BANF1,ZADH2,TMEM238,MCM4
302,BIN2,SART3,HSD11B1-AS1,NA,HSPA4,NA,NA,LMAN1,NA
303,IL26,CCDC69,PKM,NA,MRPS18B,NA,NA,VRK3,NA
304,TWF2,NDC80,SAMD4A,NA,MCMBP,CLEC2D,B4GALT2,INTS7,AC004865.2
305,LIMD2,SRRM2,ZNF410,NA,MIF-AS1,GPX4,INTS14,MAFF,FOXP4-AS1
306,CGAS,PCMTD2,FARSB,NA,DUSP4,NA,MTFP1,TMEM185B,NA
307,NDUFA1,TMEM179B,ID1,NA,BRICD5,NA,DDX50,EFCAB11,NA
308,CFH,SGSH,PIM3,NA,SRRD,NA,LINC02757,CHEK1,NA
309,CTSS,WNT10A,CST7,NA,SLC7A1,CUL2,EIF3B,HIST1H2AM,ZNF23
310,RSU1,VPS52,RANBP1,NA,COX10,NA,NA,EME1,NA
311,IL2RG,MAPK1,PPRC1,RPS12,SCAF1,TUT1,YIPF6,FAH,HAUS4
312,IL22,DHRSX,BIRC3,NA,INO80B,NA,UCK2,GOLGA2,NA
313,NDRG1,CCDC174,ATP5MC2,NA,GSPT2,NA,NA,NDN,NA
314,NMRK1,CLIP1,RPL24,NA,RPUSD3,NA,NA,EEF1G,NA
315,CTSB,PFKP,DHX34,NA,GLRX3,NA,SMIM15,TAGLN2,CTSC
316,RGS1,TMEM30A,HSPA1B,NA,PCCB,NA,CEP55,INF2,NEDD9
317,TGFB1,PMVK,JUND,NA,HSPE1,NA,SINHCAF,GLUD1,NA
318,CYTH1,DDB2,RAB27A,NA,TNKS2-AS1,CNBP,CLPTM1L,SPTY2D1OS,PPP2R2B
319,DTX3L,FBXO34,FAM216A,NA,MKLN1-AS,NA,NA,MTCH1,NA
320,CALCOCO2,ECH1,ST6GALNAC3,UNC119,DGCR8,CHST10,TRIM16,FAM76B,JAKMIP1
321,FAM107B,ZRANB1,RSL24D1,NA,G3BP1,NA,NA,HDAC1,NA
322,MYDGF,NEAT1,NAT10,NA,ERCC1,NA,RFTN1,TYMP,NA
323,ITGB2,SUMF2,LLPH,NA,PIGP,NA,MICOS10,VIM,MRPL12
324,TAPBP,ABHD3,CD6,NA,SARS2,C11orf68,PDP2,FOSB,NDUFA7
325,SYNE2,PTPN18,BUD31,NA,BRIP1,NA,CSF2RB,CRACR2A,HMGB1
326,RFLNB,DDX43,FAM171A1,NA,RFT1,NA,FAM168B,CCR5,HSP90AB1
327,TUBB,POLK,TGS1,NA,CARNMT1,NA,SNHG1,MDM1,DCTPP1
328,CDC37,AL118516.1,RAB30-DT,NA,ARMC5,TMIGD2,NABP2,UBQLN2,RPLP0
329,OASL,FOXN2,PDXK,NA,CPSF2,PDE3B,PEA15,PPP2R1B,DMKN
330,SSR2,MEAF6,IGHV1-3,NA,ERVK3-1,NA,GDAP1,GDPD5,LAMP1
331,MAFF,DNLZ,PXK,NA,GPC3,UTY,TGIF2,MAP4K2,ECT2
332,JUNB,COG7,RBFOX1,NA,SNHG29,NA,INTS9,RSPH14,ETFA
333,PPP1CA,MLLT10,TOMM20,NA,TRBV21-1,NA,NA,MLH1,NA
334,PNP,NIPA2,IREB2,NA,ZNF550,GLS2,ACTR3B,Z93241.1,DAD1
335,ACTN4,NMNAT1,ZNRF3,NA,ACTL6A,NA,PRDX4,S100A4,NA
336,STK24,TFIP11,DLEU1,NA,NUP43,SHF,MAIP1,MKNK1-AS1,COX20
337,APOL2,ACTR6,TMEM231,NA,WDR73,NA,RACK1,SPART,NA
338,EBP,CRTC3,PLAGL2,NA,SF3B3,NA,YWHAQ,PPM1F,NA
339,ERN1,ABRAXAS2,SNHG29,NA,PSMD1,TRMT12,TOX2,TMEM178B,ZNHIT1
340,ATP5PD,FBXL18,HK2,NA,EXO1,NA,AK6,STX3,NA
341,DRAP1,SPECC1L,ACBD6,NA,SPATC1L,NA,WNT10A,MIS18BP1,NA
342,TES,CROCC,THAP7-AS1,NA,FDX2,NA,TNFRSF9,DEK,NA
343,MOSPD3,SLC25A15,WWC1,NA,LARS,NA,CDK10,RAF1,NA
344,ZFYVE28,MTHFD1,CAD,NA,ATXN10,RPL18A,PSMC1,MCUB,RTF2
345,DEGS1,XKR8,PILRB,NA,CAPN15,NGLY1,MALSU1,ABCB10,STX3
346,NUB1,MOAP1,TMEM204,NA,NFIX,HSPE1,STARD7,AIM2,PRR5L
347,PLCB1,EIF2AK1,BTG3-AS1,NA,SGO2,NA,NOP58,CEP295,NA
348,ST6GAL1,ATXN7L1,NCKIPSD,NA,CEP131,NA,SCO2,PARP4,KLRB1
349,TBCB,TAF8,DKC1,NA,NOL10,NA,DLGAP2,SCMH1,NA
350,NECAP2,ALKBH8,ABHD10,NA,EIF4A1,NA,AKAP8,NUCB2,LRRC28
351,C16orf54,PUM1,MIF,NA,RINT1,NA,NA,STK17B,NA
352,ARHGDIA,EMC10,CHCHD6,NA,LETM1,DNPH1,MAPKAPK3,MAPRE1,VANGL1
353,NBDY,USP12,PDCD2,NA,PIGT,NCBP2AS2,MRPS16,CARMIL1,KNOP1
354,GABARAP,TARSL2,UBA52,NA,PREB,ARHGEF6,CALM2,UCKL1,MDH2
355,TOB1,USP4,SH2B3,NA,TUSC2,CMSS1,ACOXL,MB21D2,NCL
356,CD48,IPO8,GLIDR,NA,CENPU,NA,PFKM,CDKN3,NA
357,MX1,KIF20B,ZNF317,ALG1L9P,DUSP12,CIAO1,SERBP1,MSH3,FDXACB1
358,MANF,NXT2,MYDGF,NA,STIP1,NA,NETO2,AGPAT4,NA
359,ULBP2,PPM1A,LINC00892,NA,NOP58,NA,ILF3,VRK1,NA
360,RBM3,CBX7,SUV39H2,NA,OXA1L,NA,PAXIP1-AS1,LRRCC1,CLEC2D
361,RAB24,CD247,MAPK6,NA,VWA8,NA,ERCC1,IL2RB,WDR5
362,SYNRG,MFF,SNAPC1,NA,APP,NA,DUSP10,CYP2E1,NA
363,AC044849.1,BRAP,PLXNA1,NA,TTC26,NA,NFKBIA,CIT,NA
364,RALB,COX18,CANX,NA,UPF3B,NA,NA,TXK,NA
365,SPOCK2,REEP5,EI24,NA,DDB1,ALKBH6,HSBP1,FAM89B,SYCE1L
366,ADD3,NUDT1,ZNF827,PAIP2,GFOD1,MED24,NUBP2,ERP44,HLA-B
367,LGALS3BP,ZNF836,TMEM67,NA,DPM1,NA,MATR3.1,CYFIP2,SLC7A1
368,TRPV2,PTPN1,PPT1,RPS13,ZNF22,OLFM2,RAB7A,AC104794.3,B4GALT1
369,GNG2,SGPL1,SLC43A2,WBP1,RRAS2,AC090825.1,NOL10,SLC10A3,C17orf49
370,REEP5,C15orf61,AAR2,NA,CWC27,ZNF714,RBM15B,SAMD3,CAMK1
371,SASH3,MT-CO3,HCG17,NA,DNAJA4,NA,QRICH1,GRK2,TNFSF9
372,DUSP5,CENPM,ATP6V0C,NA,SLC35B1,NA,SLC27A4,POGLUT3,CENPJ
373,TBC1D10C,COMMD4,TIMM21,NA,ECHDC1,NA,NA,AP1S2,NA
374,KIF5C,REV1,XPO5,NA,MCM8,PRXL2A,TTBK1,AL356234.2,TOMM5
375,CTSC,TSC22D3,RPP40,NA,CLN6,NA,ECI1,DEPDC1B,NA
376,SYNJ2,CLNK,FAM185A,NA,ASB13,TCF7,PLEKHG1,RNFT1-DT,ATP1B3
377,SPN,CCDC107,WDR5,NA,PPRC1,NA,SRSF10,MCTP2,NA
378,SDF2L1,GLOD4,CLCN7,NA,POLR3F,AC138649.1,PCID2,UBE2E3,CENPE
379,HEBP2,RABL3,UBE3C,NA,ZNF883,NA,NA,YIPF6,NA
380,APOL6,SDF4,KRR1,NA,NDUFS5,GTPBP3,GADD45B,PERP,SLAMF7
381,WAS,HIST1H2BC,SETD6,NA,DCTD,NA,ESRRA,WDR54,NA
382,RRBP1,MAGED2,MEIKIN,NA,LEKR1,NA,FCRL3,TRAPPC2,NA
383,IQGAP1,SKP2,SMARCA4,NA,AC027031.2,MACROD1,BCS1L,CBX5,KBTBD8
384,LPGAT1,GBF1,CARD9,NA,CMTM4,NA,RPL10A,GGCX,NA
385,HIST2H2AC,ORMDL1,SRSF1,NA,AGO2,LEF1,CSK,NCOA2,LINC00298
386,NAGK,MYCBP2,KLF10,NA,TMED3,NA,STX18-AS1,GNAI2,NA
387,DSE,MRPL43,CCT7,NA,YIF1A,NA,JAGN1,UEVLD,NA
388,YWHAZ,MOSMO,NOP58,NA,ATPSCKMT,NA,POLB,CD300A,NA
389,ADGRE5,SAP30,TRAF4,NA,RAD51C,NA,NA,LMNB1,NA
390,XRN1,IKZF4,CCL20,NA,TRBC2,NA,DDX31,RIBC1,NA
391,P4HB,SDHAF4,POLR3G,NA,NR4A1,NA,TSTD2,PBX3,NA
392,KIF21B,POC1B,YKT6,ACAP1,ACIN1,LRRC42,ASCC3,AL138756.1,SLC36A1
393,RECQL,SNED1,PER3,NA,MBLAC2,WDR12,ALKBH2,ZNF93,LINC01943
394,WIPF1,FBXO38,ARFIP2,NA,DDX55,NA,RCC1,MCM10,NA
395,LAT,PLEKHA5,ZNF706,NA,ARL1,NA,MRPL38,ANKRD13D,NA
396,PDIA4,CCDC61,PTGFRN,NA,ARL2,NA,FBXO31,SLC25A24,NA
397,RGS14,CCNQ,TMEM141,EID3,UTP23,SEMA6A-AS1,TRIAP1,HIST2H2BF,SNHG15
398,SPCS2,TCEA2,XRN2,NA,PABPC1,NA,NA,GADD45G,NA
399,UNC119,ADPRM,SMAD1,NA,ATP1B3,NA,EIF4G2,SYNJ2,NA
400,COPB1,UBXN11,DUSP2,NA,EIF3G,NA,SRSF9,MANSC1,NA
401,CYB561,THAP7,POM121,TMPRSS6,TMEM39B,COMMD9,NAT10,ZC3H4,UBE2C
402,RGS9,F8,SPOUT1,NA,ZNF844,ICE2,AC004889.1,AP1G2,MRPL40
403,SMIM29,SLAIN1,HPRT1,NA,DUS2,RAB11B-AS1,AC092112.1,TMEM245,MAP3K20
404,TC2N,LANCL1,FOXP1,NA,HNRNPH1,NA,SOD1,RECQL4,NA
405,TNFSF13B,ALG13,MCFD2,NA,GTF2H2C,FCF1,NNT-AS1,GSEC,AFMID
406,TMED10,ALOX5AP,STRAP,NA,MPI,NA,ARHGAP31,CENPW,UBE2T
407,RASSF2,POLR2J3,TXLNG,NA,CSNK2B,NA,PLD6,TPI1,NA
408,RILP,WSB1,RMDN3,NA,SNRPA1,NA,NOP14,CALHM6,NA
409,LACTB,DNAJA4,NDUFAB1,NA,GCFC2,NA,MMADHC,ABCB8,RCC1
410,TMOD3,UBA1,DFFA,NA,CCNQ,C20orf27,DCAF17,LPIN2,MIS18BP1
411,VCL,RBM27,IPO7,NA,AKAP1,NA,LDHA,RGS3,NA
412,NEFL,TXN,TNFSF9,NA,NCAPH,RESF1,HSF1,ATR,ST7-AS2
413,SOGA3,PRR13,TOMM34,NA,MRPL21,NA,NA,RPL39L,NA
414,SVIL,RRP1B,PABPC1,NA,MKS1,NA,AC253572.2,ERO1A,NA
415,CDC42,FLT3LG,CBWD2,NA,CIZ1,SPAG16,SREK1IP1,GALNT10,CDK6
416,GRAP2,NDUFB4,HPCAL1,NA,WDR36,NA,SLC29A1,RAB24,NA
417,CARD11,BCKDHA,IFRD2,NA,DDX21,NA,GRWD1,MAGI3,NA
418,P2RY14,ACER3,UTP4,NA,CSNK2A1,NA,NA,ROGDI,NA
419,TMEM50B,GSTM1,DDX51,NA,AGPAT5,UXT,SMC5,LIMS1,RPN2
420,GPRIN3,CD58,RFT1,NA,UQCR10,NA,ZNF330,RPA2,NA
421,PSENEN,NME3,ILF2,NA,DDX54,NA,TESC,KIF21B,NA
422,BID,TMEM87A,OAT,NA,OXLD1,CD6,IFFO2,PPP1CA,HSBP1
423,HK1,ZNF518B,NOS3,NA,VARS2,NA,IL1RN,ANXA2,SSBP1
424,RAP1B,CSMD1,LETM1,NA,PCOTH,OMA1,SPG21,RCC2,CZIB
425,SIT1,METTL15,GTPBP6,NA,ASAH2B,NA,ALKBH4,GYG1,CNPY3
426,CCDC107,TMEM104,ODR4,EVL,AC093484.3,AC092944.1,PAXIP1,TEDC1,HLTF
427,SLC40A1,ANKLE2,ACY1,NA,SULT1A1,CYC1,DDX39B,TSPYL4,SLC9B1
428,ICAM3,CCNL1,FUNDC2,NA,E2F6,NA,GTF2H4,TMPO,MSH6
429,CPPED1,SHTN1,ATF6,NA,AFG3L2,NA,STX18,PLAAT4,NA
430,CD200R1,GGA3,RPF2,NA,SPRYD4,NA,RAB1A,NCKAP1L,NA
431,FKBP11,UCK1,RPS7,NA,AC018647.2,NA,ST13,DNTTIP1,NA
432,CALHM2,XPNPEP3,EIF4E,NA,GNL1,NA,ZBTB38,AL391839.1,NA
433,KDM5B,PPM1G,ING5,FAM229B,ZDHHC15,UQCRHL,ZNF790,AGAP2,FAM131C
434,C17orf49,ZFP62,MYBBP1A,NA,AC090204.1,NA,MRPS17,PSPH,NA
435,PTTG1IP,SUCO,NSUN5,NA,TMEM267,NA,FAM174C,MYBL1,NA
436,OAS2,MGA,POLR2H,NA,WDHD1,NA,SLC43A3,SNX10,NA
437,PPARG,COPA,MRPL47,NA,ARRB1,NA,NUP35,MGST3,NA
438,NUCB1,HPRT1,RPL4,NA,CSTF2,NA,UBAP2L,MSH6,NA
439,YWHAB,TPGS1,FOXN3-AS1,NA,AP000442.1,NA,MRPL2,SDF2L1,NA
440,ARHGAP30,OASL,RPL27A,NA,GSTP1,NA,BTF3L4,DENND2D,NA
441,LFNG,UBE2R2,NELFA,NA,AL132800.1,NA,NA,IL5,NA
442,STT3B,ZNF720,OSGEP,NA,TMEM70,NA,RBM28,C4orf33,NA
443,MT-CYB,PDCD7,SIGMAR1,NA,GLMN,NA,LSM2,ZKSCAN7,POLE2
444,ODF2L,MED24,EEF1B2,NA,TMEM186,NA,SMIM13,CENPK,NA
445,DOCK10,ZCCHC4,TAGLN3,NA,RBM27,NA,BAG1,UNC93B1,NA
446,RNF19B,PIGN,KIAA0513,NA,ZNF43,AC005842.1,PAFAH1B3,TRADD,RFC2
447,SEPTIN7,TIMM29,GPR150,NA,ARMC10,NA,CD44,SORBS3,NA
448,IFIH1,RSPRY1,SPEN,NA,NUP107,NA,YJU2,LRP12,MIR4435-2HG
449,RASA2,NFRKB,MRPL3,NA,ZNF827,NA,ZNRF1,CHST11,NA
450,DDAH2,TMEM164,NIPAL4,C2orf81,TALDO1,CSNK1G3,AK2,ARMT1,AC005682.2
451,ACAP2,NCOA3,MT-ND3,MCUB,MSANTD3,TRAPPC2L,MAP4K5,ACTR1B,CTDSPL2
452,SIGIRR,CTCF,MED10,NA,HNRNPH3,NA,FOXP3,DHTKD1,NA
453,SLC35C1,PAK2,LRWD1,NA,DUS1L,NA,NA,HELLS,NA
454,PPP3CA,AP2A1,TIMM23B,NA,TMEM185B,THYN1,GNG5,RPS6KA4,YES1
455,EIF2AK2,GSS,C6orf52,NA,MPV17,NA,EXOC3,NCF4,IFNG-AS1
456,CDC42EP3,HBP1,PTPN22,NA,C1orf74,NA,UXS1,RFC3,THAP3
457,GADD45G,NIN,BAG1,NA,FBLN7,EHD3,MIR3142HG,AC092683.1,RBBP4
458,TMEM200A,LRRC40,PPTC7,NA,SH2D4A,HADH,RBBP7,USP14,USP40
459,MGAT4A,PPP1R15A,UBE2E2,NA,ANP32A,NA,NR4A1,UNC13D,NA
460,CD74,RMND5B,LRRC47,RSPH14,COX4I1,IL6ST,NMRAL1,FADS2,ARIH2
461,RHOC,CHCHD7,AL034405.1,NA,ZBED5,NA,KXD1,IFI35,CD6
462,SYTL2,ZNF614,CCDC85C,RFX3,AC009041.2,ELOB,CTNNB1,SMPD4,C2orf27A
463,BLVRA,PRPSAP2,PGAM5,NA,ZHX3,NA,CEP83,P2RX5,NA
464,OXNAD1,STIMATE,AK2,NA,MRPL39,NA,RRP15,LINC01644,NA
465,DOCK2,ADCK2,INTS13,LINC02265,WNK2,GTF2F2,RSRC2,COASY,CAVIN3
466,BCL2,PPCS,AC073934.1,NA,TRIM54,NA,PPP1R14B,LIN9,NA
467,GAB3,HUWE1,SMIM20,RPL7,RAVER1,TTC3,NAA20,POLA1,AL035587.1
468,SUN2,TUBGCP2,RPL29,NA,CBX6,NA,AURKAIP1,APOL1,NA
469,PSMB8,BASP1,PHLDA2,NA,COPS8,NA,IFT57,NT5C,NA
470,C12orf75,RAB10,CLN6,NA,ING5,NA,MTCH2,AC096677.1,NA
471,LRRFIP1,LIG4,DDB1,NA,SCCPDH,NA,SLC35E3,FAM102B,NA
472,MCUB,GALNT1,PDLIM4,NA,HLTF,NA,TCP1,AC035140.1,ARPC4
473,IL16,LIN52,PSAT1,NA,SEC14L2,NA,RNPS1,IL18BP,GPR137B
474,IFI27L2,MDM2,RASL11A,NA,SIRT5,NA,SMARCC1,LAMTOR2,NA
475,SLCO3A1,AC009120.2,GADD45GIP1,NA,CXXC1,RPL27A,IMMP1L,PDS5B,MTIF3
476,CXCR4,BORCS7,ZCCHC4,NA,GNPDA2,NA,MAGOH,PCGF6,APLP2
477,MAST4,C3orf18,FAU,NA,G6PD,NA,TRAF3,TBC1D1,CTPS1
478,RAB11A,MB21D2,PCGF1,NA,CARS2,AKR1B1,KIF3B,MBNL1-AS1,PRAG1
479,GBP3,TRAPPC2B,GNL1,NA,UQCC1,NA,IL2RA,AC073529.1,PUS7
480,LINC01138,ASH1L,GTF3A,NA,RAB13,MMAB,HLA-DQA2,PNPLA8,TYMSOS
481,ZYX,GTF2A1,GPHN,NA,GMDS,NA,AL592435.1,AC005962.2,NA
482,PLAC8,SENP1,WDR73,NA,BORCS5,DPH1,AC005392.2,SPIN4,XCL1
483,NEDD8,NOP14-AS1,UTP11,NA,ZNF443,NA,KDM6B,CTSH,NA
484,AQP3,PAF1,ACTL10,NA,ELOC,NA,HNRNPF,NCAPD2,MOB1A
485,GMFG,GOPC,CBLB,NA,CCDC15,NA,PDIA6,RPAIN,COX6C
486,RIPOR2,CHMP2B,MAP7,NA,UBIAD1,NA,CCL22,BRI3BP,ATP8B4
487,SENP7,KATNA1,ILVBL,NA,SCOC-AS1,ZNF599,TWNK,CYB5B,FGFBP2
488,GAPDH,CPM,OTUD6B,NA,OGG1,RPS20,LRRC41,ESYT1,IL21-AS1
489,CDC42SE2,C11orf54,SLC7A5,NA,RAMACL,NA,FKBP4,CDCA2,NA
490,CMPK2,EPC1,MRPL39,NA,AL136961.1,NA,SNRPD1,GAB2,NA
491,TSPAN15,GTF2B,ALKBH3,NA,HNRNPU,NACA,AL133342.1,SETD5,AC073957.3
492,CDC42SE1,STARD10,POU2AF1,NA,AC021028.1,NA,MRPS25,IL27RA,NA
493,ARHGAP25,MAP4K4,C2orf76,NA,TYW1B,AC022182.2,RNF6,PGM1,NDUFC2
494,C5orf56,ZNF217,KCNK15,NA,MRPS14,CAMTA1,FMNL3,MRPL17,PTPN7
495,SH3GLB1,TMF1,SNCA,NA,ZBED3-AS1,NA,NAXE,ARHGAP30,NA
496,C4orf3,CNKSR1,MRPS28,NA,ELP6,NA,PMVK,ELP6,LINC02357
497,YIPF5,ZNF789,PPME1,NA,XAB2,MFSD3,NXT1,AL136962.1,POLR3K
498,PARP14,HACD1,SREK1,NA,ATP5PB,NA,PRDX3,OSBPL7,FGR
499,PLEKHA5,ZFAND2B,BACH2,NA,GUF1,NA,EXOC3-AS1,RAB30-DT,NA
500,ATP5PB,SCAMP1,METAP1,NA,MAD2L1BP,NA,H2AFX,DENND6B,OGT
501,CMTM3,CHD2,MRPL21,NA,HIST1H2AG,NA,GTF2H2,WSB2,NA
502,PHF11,GABARAPL1,ARMH1,NA,CHID1,NA,AC004448.2,AC019163.1,NA
503,PNRC1,IFFO1,TIAM1,NA,ACADM,FAM104B,MLEC,CEPT1,CCDC57
504,NSG1,BCL2L11,COPS3,NA,SERP1,NA,RWDD1,TBC1D10C,NA
505,ALAS1,FBXW2,GRWD1,NA,AC011468.3,RPL36,INPP5F,IFI44L,NOLC1
506,NFE2L3,POM121C,SRD5A3,NA,SLC35B2,IGFLR1,CD83,TMCO3,UQCR11
507,NIBAN2,OIP5-AS1,NIFK,NA,PPP1R14B,NA,NA,GNE,NA
508,MEI1,HS2ST1,H2AFY,NA,ZCCHC4,FIS1,ASNS,BOLA2B,TMEM258
509,VIM-AS1,DYNLT1,DNAJC19,FURIN,AL136419.3,MAP7D3,DEXI,AC061975.8,UQCRH
510,BCAP29,CREG1,LINC02528,NA,AL135905.2,EPRS,LINC02156,MYDGF,SLC35G2
511,CD3E,GLRX,CENPH,DENND4A,AP000845.1,ZNF563,MIOS,CFAP54,LINC02416
512,AGPAT4,SELP,NR2C2AP,NA,MTERF3,ABHD10,EIF4EBP3,CEP85,SNRPC
513,DNAJB9,HCST,ANKRD18A,NA,DCTN5,AC008771.1,HNRNPA0,KLRG1,KLRC4
514,NMI,RXYLT1,QSOX2,NA,BRF2,NA,NA,PHTF2,NA
515,FES,DGUOK,RPL38,NA,SRSF2,NA,CD320,CAVIN1,NA
516,IL18BP,PDHX,AIMP2,NA,FOXRED1,NA,INO80C,IMPAD1,TIAM2
517,MYO1G,RBM12B,PGP,NA,EIF3J,NA,RARA,LINC00892,NA
518,CAPN1,TRA2A,RPL7,NA,GNL3,NA,SQSTM1,SLC40A1,NA
519,RESF1,TRIB1,B3GNTL1,NA,SLC25A26,C1orf35,SAPCD2,ZNF212,RPA3
520,GIMAP6,PKN1,RPS19,NA,NT5M,NA,RPS7,RHEB,CENPK
521,BIN1,SNX5,TAF1A-AS1,NA,AC034231.1,NA,ZNF548,EIF2B2,CCL3L1
522,GIMAP1,TOP2B,ACO1,NA,ZNF814,NA,HTATIP2,FGD3,GEN1
523,IFIT5,HDGF,SEC63,NA,FBXL6,RPL13A,ATP5F1D,PELP1,SUB1
524,HLA-F,EEF1A2,CD320,NA,SAMM50,NA,HSCB,ADH5,NA
525,HAPLN3,FAM200A,CENPX,NA,DMAC2,C12orf65,GID8,OXCT1,SEC11C
526,NFKBIZ,UBQLN1,GEMIN5,NA,CCDC150,AC012146.1,UBA2,CD3G,AC092821.3
527,SAMD9,MARK2,NUFIP1,NA,AL160291.1,NA,IL12RB2,AURKA,NA
528,CCSER2,PPP1CA,LAGE3,NA,YWHAQ,FAU,ZHX1,RAD54L,ARL3
529,BATF3,CRIP1,GEMIN4,NA,AP002360.1,EEF1A1,DIMT1,THRA,FARSB
530,COX17,GPR180,FAM162A,NA,CARM1,NA,SET,METTL15,MYLPF
531,EIF4E3,CENPO,DDI2,NA,CCDC124,NA,NA,ALDOC,NA
532,ATP2B4,ATG16L2,SNHG17,NA,PPAT,NA,EEF1E1,TFDP1,NA
533,DEF6,REXO2,EFCAB10,NA,JMJD8,NA,LINC01055,RBMX2,PPAT
534,RARG,SLC66A1,TRIB1,NA,EXOSC1,NA,CDC42EP1,STIM1,NT5DC2
535,PLSCR3,LINC00861,GOSR2,NA,LRRN3,NA,SYNGR2,RUNX2,NA
536,NCR3,MTX3,SLC38A5,NA,ACOT13,NA,CPLX1,DCAF12,RNFT1-DT
537,CRYBG1,CRELD1,NCLN,NA,NREP,IGF1R,CCDC85B,KDELR1,PTRH1
538,TMEM65,NRDC,KDM1A,NA,ATP5F1B,NA,NA,ZBTB43,NA
539,PIP4K2A,AF165147.1,YARS2,NA,MTREX,NA,C12orf45,MGME1,UBE4A
540,EPSTI1,ZNF764,TNFAIP8,NA,SLC25A11,NA,MFNG,HINT1,NA
541,DDA1,CNKSR2,RBMX,NA,UROD,NA,GPR132,MZT2A,NA
542,STOM,MAP1LC3A,GTF2H2C,RPS19,SDR42E1,SKP1,PDRG1,MAGEE1,CENPH
543,WIPI1,UNK,SLA,NA,HDHD5,NA,ICOS,BACE2,NA
544,DBNL,CIAO3,FBXO5,NA,GRWD1,NA,TMEM205,GRAP2,NA
545,SNTB1,MFSD14C,CNBP,NA,FOSL1,NA,MRPS18A,MIR762HG,NA
546,LMAN2,FAM204A,ZNF70,NA,WDR46,NA,TMEM38B,ZNF592,NA
547,TCIRG1,SH3BP1,SERTAD1,NA,TCP1,NA,GNL2,DNAJB12,NA
548,C1GALT1C1,TMEM134,AVEN,NA,NAA25,NA,SFPQ,PTPN9,NA
549,TMEM59,DPP7,AC083880.1,NA,RCN3,MRTFB,CKS2,SDF2,CDC45
550,MFHAS1,PLCL1,EVA1C,AC107959.1,HIST1H3B,GPR160,CIAO1,CDK5RAP1,PRR11
551,HSPA5,BSDC1,GLIS3,NA,EXOC3,NA,SDF4,SKA2,DLEU2
552,ESYT1,GTF2H1,PCCA-DT,NA,FOPNL,RPL31,TMEM138,TCOF1,PSMC3IP
553,MX2,CSNK1G3,NFKBID,NA,TMEM208,NA,NDUFAF4,TSPO,NA
554,BCL3,PGBD2,RIMKLB,NA,RPL22,NA,NA,AL592429.2,NA
555,RASGRP1,TRAIP,ZNF195,NA,FHIT,NA,PPA1,UHRF1,NA
556,PHLDA1,UQCRC1,TAMM41,NA,TAF6,OSCP1,KPNA4,TTLL7,SEC61A1
557,ABCB1,AQR,BAG2,NA,COPS7B,ZNF649,WDR33,CHCHD10,ACTN1
558,TUBA1B,HIST3H2A,EIF1AX,NA,H2AFZ,NA,RBBP8,GALNT4,NA
559,SLC39A8,IDH2,ATL3,NA,CWC22,NA,CNPY2,ST3GAL4,C20orf197
560,NPDC1,ZDHHC4,ACOXL,NA,RBM42,S1PR1,FAM210A,AL645939.5,BRI3BP
561,CHST11,PIGU,TRMT10A,PDE7A,ILKAP,OXNAD1,TWSG1,ZNRF1,RAB34
562,NTRK2,DNPH1,ISOC2,NA,TMEM177,NA,AC144652.1,SOCS2,NA
563,IDS,C22orf39,CLUH,NA,DBN1,NA,ZNF598,SNX6,NA
564,FAS,RPS6KA4,AZIN1-AS1,PBRM1,AP005329.3,PDAP1,RWDD4,RCAN1,NFKB1
565,TPD52,LAYN,MRPS35,NA,MRPL10,NA,DNAAF2,MSRA,NCOA1
566,RNF149,IL1R1,AC124014.1,NA,CLNS1A,NA,ADAT2,C4orf46,NA
567,UBE2L3,IRF9,DHODH,NA,TONSL,NA,MRRF,TLE5,INTS11
568,PDIA6,ICOS,C17orf58,DUSP1,BIK,LSM5,GNL1,MPST,ATP5MC2
569,PDLIM2,ARHGAP26,B4GALT4,NA,PSME3,NA,PMM2,SLC4A10,NA
570,P2RY8,AKAP8,ATXN1,NA,ATP5F1A,NA,TCF3,TMEM229B,NA
571,YWHAH,TOLLIP,B4GALT7,NA,CDK1,NA,ATP1B3,TMEM156,NA
