,0,1,2,3,4,5,6,7,8
3753,NA,CNOT6L,NA,NA,MCRS1,NA,NA,NA,NA
3754,NA,ZFAND3,STOML2,NA,COL18A1,NA,NA,GUCY1B1,NA
3755,NA,BEX4,NA,NA,DFFA,NA,NA,TNFAIP8L2,NA
3756,NA,PRMT7,RAI1,NA,TMCC1-AS1,NA,NA,TOB1,NA
3757,NA,PDZD8,NA,NA,CENPL,NA,NA,NA,NA
3758,NA,DPY19L1,ANKH,NA,AL121899.1,NA,NA,MIF4GD,NA
3759,NA,PRKCZ,NA,NA,POLR2J,NA,NA,NA,NA
3760,NA,ELMSAN1,NA,NA,CD320,NA,NA,NA,NA
3761,NA,AP3B1,NA,NA,SSBP1,NA,NA,NA,NA
3762,NA,ZNF507,E2F4,NA,RSAD1,NA,NA,SQOR,NA
3763,NA,RABGAP1,SLC25A19,NA,SNHG12,NA,NA,PFN1,NA
3764,NA,OIP5,NPM1,NA,RRP7A,NA,NA,SAP130,NA
3765,NA,BTBD6,NA,NA,FOXO3B,NA,NA,NA,NA
3766,NA,GRAMD1C,NA,NA,PILRA,NA,NA,NA,NA
3767,NA,CYBC1,RCN1,NA,THOC1,NA,NA,ADD3,NA
3768,NA,AP1S2,C12orf29,NA,POM121,NA,NA,HES1,NA
3769,NA,CNOT6,SHISAL2A,NA,LSM4,NA,NA,CCDC97,NA
3770,NA,WDR47,NA,NA,MSH2,NA,NA,NA,NA
3771,NA,LPCAT4,ERI3,NA,EPB41L3,NA,NA,BRF2,NA
3772,NA,ARL8A,NA,NA,NOC2L,NA,NA,NA,NA
3773,NA,MR1,NA,NA,HSBP1,NA,NA,NA,NA
3774,NA,DDHD2,NA,NA,ANGPTL6,NA,NA,NA,NA
3775,NA,RNF40,NA,NA,FAM136A,NA,NA,NA,NA
3776,NA,CENPJ,AL133353.1,NA,AC244131.2,NA,NA,SLC2A4RG,NA
3777,NA,RDH11,NA,NA,TAF10,NA,NA,NA,NA
3778,NA,SNN,NA,NA,SMYD3,NA,NA,FRY,NA
3779,NA,PPP1R9B,NA,NA,PET117,NA,NA,NA,NA
3780,NA,RNF26,NA,NA,PYCR3,NA,NA,NA,NA
3781,NA,ENTPD3-AS1,NA,NA,WDR3,NA,NA,NA,NA
3782,NA,PPP2R5D,PCID2,NA,AL157912.1,NA,NA,COMMD4,NA
3783,NA,LRRC8C,UBA5,NA,AC007342.4,NA,NA,MIER3,NA
3784,NA,TSGA10,NA,NA,RSL1D1,NA,NA,TM7SF3,NA
3785,NA,SLC37A1,NA,NA,LSM2,NA,NA,NA,NA
3786,NA,NUBPL,NA,NA,TRPT1,NA,NA,NA,NA
3787,NA,PARP8,USP53,NA,RPS10-NUDT3,NA,NA,LFNG,NA
3788,NA,ASH1L-AS1,TGFBR3,NA,IMP4,NA,NA,SFMBT1,NA
3789,NA,WBP4,EIF5,NA,POLR3H,NA,NA,SEC24A,NA
3790,NA,MRGBP,NA,NA,APEX2,NA,NA,NA,NA
3791,NA,TAF1C,NA,NA,NUP155,NA,NA,NA,NA
3792,NA,PPP1R7,NA,NA,PSMD12,NA,NA,NA,NA
3793,NA,ELF2,NA,NA,MAGOHB,NA,NA,NA,NA
3794,NA,TAF4,NA,NA,COX20,NA,NA,NA,NA
3795,NA,HEXB,ZNFX1,NA,NAT9,NA,NA,LRR1,NA
3796,NA,UBR1,NA,NA,WDR27,NA,NA,NA,NA
3797,NA,CRK,ALKBH2,NA,TBRG4,NA,NA,HMMR,NA
3798,NA,THRAP3,TKT,NA,CCDC26,NA,NA,GZMA,NA
3799,NA,LINC00342,TMEM186,NA,SCML2,NA,NA,DNMT1,NA
3800,NA,RNF7,NA,NA,MPP6,NA,NA,NA,NA
3801,NA,TNFAIP1,CCT8,NA,EIF3F,NA,NA,RDH14,NA
3802,NA,NUDT19,NA,NA,NTHL1,NA,NA,NA,NA
3803,NA,INTS4,RAN,NA,C19orf47,NA,NA,AC012447.1,NA
3804,NA,PPP2R1B,MTDH,NA,PUM3,NA,NA,SRI,NA
3805,NA,DPF2,PTPRE,NA,AP001372.2,NA,NA,ADRM1,NA
3806,NA,ATPAF1,NA,NA,UBFD1,NA,NA,NA,NA
3807,NA,AL365361.1,NA,NA,PNO1,NA,NA,NA,NA
3808,NA,DENND4A,NA,NA,HMGN5,NA,NA,NA,NA
3809,NA,WDR20,TBC1D24,NA,PPIH,NA,NA,ERI1,NA
3810,NA,RANBP2,ZNF268,NA,PITPNB,NA,NA,PRSS16,NA
3811,NA,RETREG3,NA,NA,AL024507.2,NA,NA,NA,NA
3812,NA,NFXL1,CACNB1,NA,DNPEP,NA,NA,ORC1,NA
3813,NA,PAXBP1,PPAN,NA,LIG1,NA,NA,EID2B,NA
3814,NA,PHF21A,CUL4A,NA,CTNND1,NA,NA,XRCC2,NA
3815,NA,KCMF1,NA,NA,GAS2,NA,NA,TGFA,NA
3816,NA,MDM4,ESRRA,NA,POLR2G,NA,NA,XKR9,NA
3817,NA,CDK13,NA,NA,PACRGL,NA,NA,CDCP1,NA
3818,NA,ATRAID,NA,NA,RPARP-AS1,NA,NA,NA,NA
3819,NA,SNHG30,NA,NA,CDC20,NA,NA,NA,NA
3820,NA,FBXO21,NA,NA,IFNLR1,NA,NA,NA,NA
3821,NA,PSMA3-AS1,PARS2,NA,HSPBP1,NA,NA,G6PD,NA
3822,NA,ZNF263,NA,NA,AC234917.3,NA,NA,NA,NA
3823,NA,AARS2,NA,NA,AC008622.2,NA,NA,FIBP,NA
3824,NA,PLEKHG2,TMEM268,NA,NAA10,NA,NA,TBC1D12,NA
3825,NA,VAMP7,NA,NA,DNMT1,NA,NA,NA,NA
3826,NA,WDR25,NA,NA,MARS2,NA,NA,NA,NA
3827,NA,ACOT8,NA,NA,AC129803.1,NA,NA,NA,NA
3828,NA,WDR76,NFATC1,NA,ZNF582,NA,NA,PGGT1B,NA
3829,NA,TIA1,TUBG1,NA,RAVER2,NA,NA,AP002807.1,NA
3830,NA,AP000873.2,NA,NA,CNOT9,NA,NA,NA,NA
3831,NA,TOR1B,NA,NA,MRPS2,NA,NA,NA,NA
3832,NA,BTAF1,NA,NA,RBM19,NA,NA,NA,NA
3833,NA,AC079793.1,SCML1,NA,NOL11,NA,NA,P4HB,NA
3834,NA,RNF170,RCE1,NA,LSM3,NA,NA,GIMAP4,NA
3835,NA,UNC93B1,NA,NA,KLHL18,NA,NA,NA,NA
3836,NA,PIK3R4,NA,NA,PER2,NA,NA,NA,NA
3837,NA,STX4,NA,NA,C2orf74,NA,NA,NA,NA
3838,NA,CHFR,SPTSSA,NA,ABCB6,NA,NA,ARHGDIA,NA
3839,NA,SACS,NA,NA,MAZ,NA,NA,TMEM106C,NA
3840,NA,SLAIN2,CCDC137,NA,C12orf45,NA,NA,PSMD13,NA
3841,NA,IPO9,NA,NA,CYHR1,NA,NA,NA,NA
3842,NA,SLC25A28,NA,NA,SINHCAF,NA,NA,NA,NA
3843,NA,CSRNP1,NA,NA,SF3B6,NA,NA,NA,NA
3844,NA,ATP6V0E1,RPN1,NA,RBM28,NA,NA,EAF2,NA
3845,NA,WASHC1,NA,NA,ZBTB45,NA,NA,SEC22A,NA
3846,NA,NAGS,NA,NA,LIN9,NA,NA,HIST1H2BG,NA
3847,NA,CYP20A1,NA,NA,MTHFD1,NA,NA,NA,NA
3848,NA,AGTRAP,NA,NA,PSMF1,NA,NA,SMC4,NA
3849,NA,AP2A2,NA,NA,ILDR2,NA,NA,NA,NA
3850,NA,NSUN3,NA,NA,HNRNPAB,NA,NA,NA,NA
3851,NA,CAPS2,NME1,NA,RPL26L1,NA,NA,TVP23B,NA
3852,NA,AC099063.1,NA,NA,TSACC,NA,NA,NA,NA
3853,NA,PARP4,TIMM8B,NA,POLR1E,NA,NA,FASTKD1,NA
3854,NA,PRF1,MRPS24,NA,FRG1-DT,NA,NA,KIF11,NA
3855,NA,ZNF682,NA,NA,PRPF4,NA,NA,NA,NA
3856,NA,BICD1,NA,NA,SPATA5,NA,NA,NA,NA
3857,NA,FAM126B,NA,NA,BOLA3,NA,NA,NA,NA
3858,NA,PPIL4,AC093323.1,NA,UTP20,NA,NA,MTBP,NA
3859,NA,MANEA,NA,NA,EBPL,NA,NA,AC040970.1,NA
3860,NA,CYB561A3,NA,NA,UBE2M,NA,NA,NA,NA
3861,NA,C2orf69,NA,NA,WDR12,NA,NA,NA,NA
3862,NA,SMARCAL1,NSA2,NA,COX5A,NA,NA,ARAP3,NA
3863,NA,ZNF318,TIAM2,NA,HGH1,NA,NA,NR2C2AP,NA
3864,NA,HGSNAT,CHID1,NA,PRMT1,NA,NA,REV1,NA
3865,NA,RPA1,NA,NA,CDC42EP2,NA,NA,NA,NA
3866,NA,IFI44,NA,NA,NELFE,NA,NA,NA,NA
3867,NA,ATP13A1,NA,NA,MEMO1,NA,NA,NA,NA
3868,NA,YEATS2,TRMT11,NA,AEN,NA,NA,NCKAP1,NA
3869,NA,LINC01232,RBM12,NA,RIOK2,NA,NA,TRIM26,NA
3870,NA,MRPS5,NA,NA,DAZAP1,NA,NA,NA,NA
3871,NA,AP1AR,NA,NA,UBE2E2,NA,NA,NA,NA
3872,NA,PEX7,SLC16A1,NA,RNF157,NA,NA,PRKD3,NA
3873,NA,CAMKMT,NA,NA,HEMGN,NA,NA,NA,NA
3874,NA,DTX3,TGFBRAP1,NA,ZNF37A,NA,NA,CRTC2,NA
3875,NA,ZDHHC8,NA,NA,NDUFS1,NA,NA,NA,NA
3876,NA,ZNF668,NA,NA,HCG25,NA,NA,NA,NA
3877,NA,DNAJC4,NA,NA,PMM2,NA,NA,CNPY4,NA
3878,NA,RC3H2,PIGW,NA,CCDC127,NA,NA,ELF2,NA
3879,NA,MAF1,NA,NA,ANGEL1,NA,NA,TPRN,NA
3880,NA,GTPBP2,IMP4,NA,BCAT2,NA,NA,NDC80,NA
3881,NA,ABL1,APEX2,NA,OAF,NA,NA,TEN1,NA
3882,NA,PATZ1,AC009509.1,NA,NHEJ1,NA,NA,GLA,NA
3883,NA,TRIM25,MED6,NA,CTU2,NA,NA,CHCHD7,NA
3884,NA,SAP30BP,NEMP1,NA,SLC29A2,NA,NA,LINC02076,NA
3885,NA,CHMP7,NA,NA,RPL5,NA,NA,NA,NA
3886,NA,GALNS,NA,NA,BSCL2,NA,NA,DBNL,NA
3887,NA,C2CD2L,NA,NA,POLE4,NA,NA,NA,NA
3888,NA,NUB1,NA,NA,NHP2,NA,NA,NA,NA
3889,NA,PMAIP1,NA,NA,POLR1B,NA,NA,NA,NA
3890,NA,PTCD2,AC015802.6,NA,ZNF587B,NA,NA,KLHL5,NA
3891,NA,FARP2,NA,NA,AKR1E2,NA,NA,NA,NA
3892,NA,GDAP2,NA,NA,BEX1,NA,NA,NA,NA
3893,NA,RNMT,NA,NA,POLR1D,NA,NA,NA,NA
3894,NA,PIGS,NA,NA,RPS15,NA,NA,NA,NA
3895,NA,CEP72,NA,NA,TARDBP,NA,NA,NA,NA
3896,NA,ATP11B,CCT6A,NA,HNRNPD,NA,NA,TYMSOS,NA
3897,NA,LBH,TOMM5,NA,ACY1,NA,NA,NUP153,NA
3898,NA,ZBTB8OS,TNFRSF9,NA,CCDC125,NA,NA,COQ2,NA
3899,NA,PTPDC1,ADAT2,NA,LAT,NA,NA,PRKX,NA
3900,NA,G3BP2,AEBP2,NA,ATL2,NA,NA,MSH2,NA
3901,NA,METTL18,PRPF39,NA,PSMG3,NA,NA,MAFG,NA
3902,NA,PFKM,HNRNPR,NA,LUC7L2,NA,NA,SPATS2,NA
3903,NA,SHKBP1,NA,NA,NSUN4,NA,NA,NA,NA
3904,NA,SIVA1,NA,NA,PAFAH2,NA,NA,NA,NA
3905,NA,EAF1,NA,NA,ZSCAN5A,NA,NA,NA,NA
3906,NA,PIK3R3,NA,NA,PPIE,NA,NA,NA,NA
3907,NA,DONSON,NA,NA,RPL4,NA,NA,NA,NA
3908,NA,CAPN10,NA,NA,SEH1L,NA,NA,WWC3,NA
3909,NA,MIER2,NA,NA,DDX51,NA,NA,NA,NA
3910,NA,MFSD1,NA,NA,ARMH1,NA,NA,NA,NA
3911,NA,ATP2B1,NA,NA,U2AF2,NA,NA,NA,NA
3912,NA,CHD1,NA,NA,DUS4L,NA,NA,NA,NA
3913,NA,STAMBP,NA,NA,TMEM183A,NA,NA,NA,NA
3914,NA,IRGQ,CCT2,NA,C19orf48,NA,NA,AC104365.1,NA
3915,NA,AL390957.1,BCL2A1,NA,CTBP1-AS,NA,NA,KLRB1,NA
3916,NA,NIPSNAP3A,NOB1,NA,GDI2,NA,NA,SLF1,NA
3917,NA,SHLD3,SLIRP,NA,KCNN3,NA,NA,AC005498.2,NA
3918,NA,WWC3,NA,NA,LRRC69,NA,NA,NA,NA
3919,NA,HTD2,NA,NA,COA1,NA,NA,NA,NA
3920,NA,CPSF1,NA,NA,AL928654.1,NA,NA,NA,NA
3921,NA,TOR3A,NA,NA,LINC01123,NA,NA,NA,NA
3922,NA,ALMS1,NA,NA,PAK1IP1,NA,NA,H2AFX,NA
3923,NA,STARD3,AC108879.1,NA,MRPS18C,NA,NA,GMNN,NA
3924,NA,STK17A,NA,NA,B4GALT7,NA,NA,NA,NA
3925,NA,PDE6B,NA,NA,ZNF717,NA,NA,NA,NA
3926,NA,ZNF174,NA,NA,ZNF195,NA,NA,NA,NA
3927,NA,UBN2,NA,NA,EDRF1-AS1,NA,NA,NA,NA
3928,NA,SNW1,NA,NA,BTBD3,NA,NA,NA,NA
3929,NA,DVL3,NA,NA,TMEM232,NA,NA,NA,NA
3930,NA,TRMT10B,NA,NA,CD2BP2-DT,NA,NA,NA,NA
3931,NA,ZSCAN26,NUCB2,NA,ALG3,NA,NA,RNASEH2C,NA
3932,NA,VRK3,ASAP1,NA,MPLKIP,NA,NA,SERPINB1,NA
3933,NA,CTBP1-DT,NA,NA,NOP16,NA,NA,NA,NA
3934,NA,GNPTAB,EPS8L2,NA,SLC25A32,NA,NA,PTTG1IP,NA
3935,NA,AC079447.1,NA,NA,BICDL1,NA,NA,NA,NA
3936,NA,HACL1,NA,NA,MCM3,NA,NA,NA,NA
3937,NA,ROCK2,NA,NA,TRAPPC2L,NA,NA,NA,NA
3938,NA,FBXO7,NA,NA,PIGL,NA,NA,NA,NA
3939,NA,ZBTB32,TXNL4A,NA,BAG1,NA,NA,TMEM237,NA
3940,NA,EFNA4,NA,NA,COPS6,NA,NA,NA,NA
3941,NA,TPM4,NA,NA,NSRP1,NA,NA,NA,NA
3942,NA,TPP1,NA,NA,FARSB,NA,NA,NA,NA
3943,NA,SLC35D2,NA,NA,DLL3,NA,NA,DNAJB9,NA
3944,NA,DNA2,NA,NA,AL035701.1,NA,NA,NA,NA
3945,NA,FRMD4B,NA,NA,EBNA1BP2,NA,NA,NA,NA
3946,NA,ARNT,NA,NA,SLC9A3R2,NA,NA,NA,NA
3947,NA,CCDC84,NA,NA,AC005076.1,NA,NA,NA,NA
3948,NA,TRAV1-2,NA,NA,PAF1,NA,NA,NA,NA
3949,NA,PWWP3A,NA,NA,CCT2,NA,NA,PCYOX1,NA
3950,NA,FHOD1,NA,NA,HDDC2,NA,NA,CACYBP,NA
3951,NA,TCAF1,DPH1,NA,RPL7L1,NA,NA,PSMD11,NA
3952,NA,CYHR1,NA,NA,LINC01088,NA,NA,NA,NA
3953,NA,DIS3L,MTRES1,NA,MRM2,NA,NA,GMPPB,NA
3954,NA,WWTR1,NA,NA,NUPR2,NA,NA,NA,NA
3955,NA,TTC12,NA,NA,CEP170,NA,NA,NA,NA
3956,NA,LIMS1,PRKAG2-AS1,NA,HSD11B1L,NA,NA,TCIRG1,NA
3957,NA,STX6,TIMM22,NA,SAMD1,NA,NA,DOCK8,NA
3958,NA,GABPB1,NA,NA,BX088651.4,NA,NA,NA,NA
3959,NA,PTTG1IP,NA,NA,EIF2B3,NA,NA,NA,NA
3960,NA,TSTD2,NA,NA,HDAC2,NA,NA,TEX14,NA
3961,NA,RRAGC,ODC1,NA,RPL8,NA,NA,PCNX1,NA
3962,NA,ANKMY1,NA,NA,RBM26,NA,NA,NA,NA
3963,NA,RALGAPA2,CD27,NA,AL031985.3,NA,NA,BRCA1,NA
3964,NA,DNM2,LRRC8B,NA,PRMT5,NA,NA,GNAI3,NA
3965,NA,ABHD5,NA,NA,FAM78B,NA,NA,NA,NA
3966,NA,CA11,NACA,NA,MAGOH,NA,NA,NPAT,NA
3967,NA,CLCN6,NA,NA,KMT2D,NA,NA,NA,NA
3968,NA,ABCA7,NA,NA,RRP1B,NA,NA,NA,NA
3969,NA,FN3KRP,ASNS,NA,PIGW,NA,NA,POLL,NA
3970,NA,FCHSD2,NA,NA,PLCXD1,NA,NA,NA,NA
3971,NA,CCDC84-DT,DENND4A,NA,RPP38,NA,NA,PPP1R26,NA
3972,NA,FAM193A,NA,NA,AK6,NA,NA,NA,NA
3973,NA,ARFIP1,LINC00571,NA,SDHC,NA,NA,HIST2H3D,NA
3974,NA,SNAI3,NA,NA,TTK,NA,NA,NA,NA
3975,NA,DNAJC1,NA,NA,ATP5MC3,NA,NA,NA,NA
3976,NA,AP002387.2,NA,NA,PSTK,NA,NA,NA,NA
3977,NA,QSOX1,NA,NA,CHCHD4,NA,NA,NA,NA
3978,NA,SYNRG,NA,NA,PACSIN3,NA,NA,NA,NA
3979,NA,SECISBP2L,NA,NA,ZNF607,NA,NA,NA,NA
3980,NA,MARCH9,NA,NA,MRPL4,NA,NA,NA,NA
3981,NA,AP001033.1,NA,NA,PDIA5,NA,NA,NA,NA
3982,NA,MAPKBP1,NA,NA,TMPO-AS1,NA,NA,NA,NA
3983,NA,AKR7A2,ANAPC1,NA,ZNF444,NA,NA,TIMELESS,NA
3984,NA,TRIM41,DOT1L,NA,POLE2,NA,NA,MYL12A,NA
3985,NA,MTBP,NA,NA,YJU2,NA,NA,NA,NA
3986,NA,VIPAS39,NA,NA,AC048341.1,NA,NA,NA,NA
3987,NA,TMBIM4,NA,NA,AC012184.3,NA,NA,NA,NA
3988,NA,MAF,NA,NA,USP6NL,NA,NA,NA,NA
3989,NA,PYGO2,NA,NA,ZNF738,NA,NA,NA,NA
3990,NA,RPARP-AS1,NA,NA,IRF2BP1,NA,NA,NA,NA
3991,NA,ZNF780A,NA,NA,CENPP,NA,NA,NA,NA
3992,NA,MIA2,ZBTB21,NA,ZNRD2,NA,NA,ARPC1B,NA
3993,NA,QSER1,MLF1,NA,HMBS,NA,NA,FANCI,NA
3994,NA,CIB2,NA,NA,AP005329.1,NA,NA,NA,NA
3995,NA,HAGHL,LARP1B,NA,GTF3C6,NA,NA,PIGZ,NA
3996,NA,SNX20,SPRYD4,NA,ILF2,NA,NA,DDX60,NA
3997,NA,LAMTOR2,NA,NA,AC008443.5,NA,NA,NA,NA
3998,NA,SPINDOC,NA,NA,NDUFA6,NA,NA,NA,NA
3999,NA,NF1,FTSJ3,NA,SNX32,NA,NA,LIMK2,NA
4000,NA,ATP2A3,NA,NA,C1D,NA,NA,NA,NA
4001,NA,C5orf63,PUF60,NA,NSUN5,NA,NA,SLC35F6,NA
4002,NA,AL450352.1,FOXP4-AS1,NA,PDHB,NA,NA,AC091132.4,NA
4003,NA,ZNF106,NA,NA,POLR3D,NA,NA,NA,NA
4004,NA,MYLIP,NA,NA,LINC01063,NA,NA,NA,NA
4005,NA,URB1-AS1,NA,NA,GNG7,NA,NA,NA,NA
4006,NA,TMEM192,NA,NA,AC008083.2,NA,NA,NA,NA
4007,NA,SNHG14,NA,NA,NCL,NA,NA,NA,NA
4008,NA,ZC3H12A,NA,NA,FBXO41,NA,NA,NA,NA
4009,NA,CHTF18,NA,NA,TTC8,NA,NA,NA,NA
4010,NA,LRRC69,NA,NA,METTL2A,NA,NA,NA,NA
4011,NA,PIGBOS1,NA,NA,STARD7-AS1,NA,NA,NA,NA
4012,NA,MLLT6,NA,NA,GSTM3,NA,NA,NA,NA
4013,NA,PSMB8-AS1,NANS,NA,SNHG3,NA,NA,LINGO1,NA
4014,NA,FBXO9,NA,NA,C2orf27A,NA,NA,NA,NA
4015,NA,ZNF583,INO80B,NA,UCK2,NA,NA,LRCH1,NA
4016,NA,HAUS3,NA,NA,PSMC2,NA,NA,NA,NA
4017,NA,LRRC57,NA,NA,TMEM170B,NA,NA,NA,NA
4018,NA,PREX1,NA,NA,PMS1,NA,NA,NA,NA
4019,NA,SUPT7L,NA,NA,MATK,NA,NA,NA,NA
4020,NA,SLC22A18,NA,NA,MRPS34,NA,NA,NA,NA
4021,NA,ADGRE1,NA,NA,FH,NA,NA,NA,NA
4022,NA,CXCR3,BSPRY,NA,COA7,NA,NA,TNFSF10,NA
4023,NA,SUB1,C5orf22,NA,DGCR6L,NA,NA,CNIH4,NA
4024,NA,ST7L,PAM,NA,AC064807.1,NA,NA,ITGA4,NA
4025,NA,MTMR8,CISD1,NA,KIFC1,NA,NA,LAIR1,NA
4026,NA,ZFAND4,NA,NA,TGFBR3L,NA,NA,NA,NA
4027,NA,C10orf88,NA,NA,RPS7,NA,NA,NA,NA
4028,NA,GRB2,NA,NA,KIAA1671,NA,NA,NA,NA
4029,NA,TFRC,NA,NA,AC096536.2,NA,NA,NA,NA
4030,NA,SOCS7,TLCD3A,NA,DHODH,NA,NA,ACTN4,NA
4031,NA,PARD6A,CSNK2A2,NA,AMBRA1,NA,NA,CREB3L2,NA
4032,NA,ZNF251,NA,NA,CDK5RAP1,NA,NA,NA,NA
4033,NA,HOXB-AS1,NA,NA,KLHL35,NA,NA,NA,NA
4034,NA,PER2,NA,NA,ALDH1B1,NA,NA,NA,NA
4035,NA,AEBP2,ATE1,NA,NFYC,NA,NA,PRC1,NA
4036,NA,MCL1,NCR3LG1,NA,PHGDH,NA,NA,RHPN1,NA
4037,NA,CEP152,NA,NA,RPS21,NA,NA,NA,NA
4038,NA,KIF11,NA,NA,MCM2,NA,NA,IQCG,NA
4039,NA,FOSL2,NA,NA,AL513165.1,NA,NA,NA,NA
4040,NA,OCEL1,NA,NA,NUBP2,NA,NA,NA,NA
4041,NA,PPP1R12C,NA,NA,MFAP3L,NA,NA,NA,NA
4042,NA,LAP3,NA,NA,MRPS35,NA,NA,NA,NA
4043,NA,TINF2,NA,NA,AARSD1,NA,NA,NA,NA
4044,NA,MED14,NA,NA,AL132996.1,NA,NA,NA,NA
4045,NA,WDR82,RPL17,NA,UBE2D2,NA,NA,STAG2,NA
4046,NA,VAT1,NA,NA,TADA2A,NA,NA,NA,NA
4047,NA,WDR19,RPL12,NA,SMC2,NA,NA,S100A11,NA
4048,NA,ITPKB,NA,NA,METTL22,NA,NA,NA,NA
4049,NA,PRR12,NA,NA,CCDC144A,NA,NA,NA,NA
4050,NA,MYO18A,NA,NA,RAN,NA,NA,NA,NA
4051,NA,KHNYN,NA,NA,HEXIM1,NA,NA,NA,NA
4052,NA,AP002495.1,NA,NA,BUD23,NA,NA,NA,NA
4053,NA,AL359513.1,NA,NA,CBX5,NA,NA,NA,NA
4054,NA,HDAC7,NA,NA,HNRNPA1P48,NA,NA,NA,NA
4055,NA,ENTPD5,NA,NA,QSOX2,NA,NA,NA,NA
4056,NA,TRAV9-2,NA,NA,QRSL1,NA,NA,NA,NA
4057,NA,RP2,PSMD3,NA,WDR5,NA,NA,TIGD2,NA
4058,NA,EZH1,NA,NA,TMEM204,NA,NA,NA,NA
4059,NA,ARHGEF3,NA,NA,FAM86B1,NA,NA,NA,NA
4060,NA,AC139887.2,NA,NA,VMA21,NA,NA,NA,NA
4061,NA,CAPN3,RRP15,NA,REEP6,NA,NA,ACOT13,NA
4062,NA,KCNAB2,NA,NA,AC016027.1,NA,NA,NA,NA
4063,NA,TTC39C-AS1,NA,NA,ZNF17,NA,NA,NA,NA
4064,NA,SLC44A2,NA,NA,SPINT2,NA,NA,NA,NA
4065,NA,HABP4,NA,NA,HNRNPA2B1,NA,NA,NA,NA
4066,NA,HOOK2,PMAIP1,NA,ERLIN1,NA,NA,HIST1H4L,NA
4067,NA,SERTAD2,NA,NA,SIVA1,NA,NA,NA,NA
4068,NA,RELL1,NA,NA,RPRD1B,NA,NA,NA,NA
4069,NA,AC016876.1,MED19,NA,COX6B1,NA,NA,MSI2,NA
4070,NA,PTPN2,NA,NA,TRAF7,NA,NA,NA,NA
4071,NA,EFCAB11,NA,NA,ANKRD39,NA,NA,FCGBP,NA
4072,NA,PRDM10,NA,NA,ZC3H8,NA,NA,NA,NA
4073,NA,PATL2,NA,NA,HSPH1,NA,NA,NA,NA
4074,NA,PRPSAP1,URGCP,NA,TMEM126A,NA,NA,E2F8,NA
4075,NA,KRIT1,NA,NA,TIMM23,NA,NA,NA,NA
4076,NA,SLC38A9,NA,NA,ANKRD46,NA,NA,NA,NA
4077,NA,AFF1,NA,NA,NDUFA12,NA,NA,NA,NA
4078,NA,JAK3,USP36,NA,RPS4Y1,NA,NA,KIF20A,NA
4079,NA,CDKN2C,NA,NA,SIAH1,NA,NA,NA,NA
4080,NA,ASXL2,NA,NA,IER3,NA,NA,NA,NA
4081,NA,AL359232.1,NA,NA,ZBTB3,NA,NA,NA,NA
4082,NA,NUP210,NA,NA,LLPH,NA,NA,NA,NA
4083,NA,C2CD3,NA,NA,POLD1,NA,NA,DNAJB11,NA
4084,NA,UMAD1,NA,NA,KARS,NA,NA,NA,NA
4085,NA,DIDO1,NA,NA,ZNF296,NA,NA,NA,NA
4086,NA,GTF2IRD2B,NA,NA,ATP5F1D,NA,NA,NA,NA
4087,NA,THAP11,AK6,NA,RAD51AP1,NA,NA,TMEM41A,NA
4088,NA,NMRAL1,NA,NA,ASAH2,NA,NA,NA,NA
4089,NA,UBALD1,NA,NA,TUT1,NA,NA,C15orf40,NA
4090,NA,VPS4B,USP42,NA,ZNF593,NA,NA,COPS4,NA
4091,NA,TAF1B,NA,NA,TPD52L2,NA,NA,NA,NA
4092,NA,ZNF26,NA,NA,SORD,NA,NA,NA,NA
4093,NA,ARPC1A,NA,NA,AASDHPPT,NA,NA,NA,NA
4094,NA,AP003774.2,TIMD4,NA,ZNF787,NA,NA,BRCA2,NA
4095,NA,ALKBH4,NA,NA,GPHN,NA,NA,NA,NA
4096,NA,ALDH16A1,NA,NA,IRAK1,NA,NA,NA,NA
4097,NA,NSMCE3,NA,NA,MSH6,NA,NA,NA,NA
4098,NA,EXOC2,NA,NA,ZPR1,NA,NA,NA,NA
4099,NA,AL121603.2,NA,NA,SLC7A5,NA,NA,NA,NA
4100,NA,HIST1H2AG,NA,NA,IRF8,NA,NA,NA,NA
4101,NA,BIN3,NA,NA,POLA1,NA,NA,NA,NA
4102,NA,MANEA-DT,NA,NA,INIP,NA,NA,NA,NA
4103,NA,SNX13,NA,NA,RPF2,NA,NA,NA,NA
4104,NA,IL1RAP,NA,NA,ATAD5,NA,NA,NA,NA
4105,NA,SMARCA2,NA,NA,AMPD2,NA,NA,NA,NA
4106,NA,LINC00891,NA,NA,ARFIP2,NA,NA,NA,NA
4107,NA,RMRP,NA,NA,COMMD2,NA,NA,NA,NA
4108,NA,CEP57L1,NA,NA,MTF1,NA,NA,ATG10,NA
4109,NA,SLCO4A1,NA,NA,GLP1R,NA,NA,NA,NA
4110,NA,QSOX2,RAI14,NA,HILPDA,NA,NA,ARPC2,NA
4111,NA,CCDC171,NA,NA,RTN4RL1,NA,NA,NA,NA
4112,NA,ACAD10,NA,NA,TMCC2,NA,NA,SPNS3,NA
4113,NA,HEXIM1,NA,NA,CBX8,NA,NA,NA,NA
4114,NA,CDC14A,TEX2,NA,MMAB,NA,NA,FNIP1,NA
4115,NA,CKAP2,FAR1,NA,ZNF100,NA,NA,ZWINT,NA
4116,NA,SEC24B,NA,NA,ZNF589,NA,NA,NA,NA
4117,NA,STAM2,NA,NA,FBXL4,NA,NA,NA,NA
